order_id,product_id,region,quantity,revenue,order_date
ORD-000205,P2,South,3,397.2,2024-05-21
ORD-000206,P4,East,1,401.89,2024-12-23
ORD-000207,P5,East,2,57.02,2024-02-18
ORD-000208,P2,West,3,186.51,2024-06-02
ORD-000209,P4,North,4,164.72,2024-09-07
ORD-000210,P2,North,2,165.53,2024-08-10
ORD-000211,P4,East,4,311.35,2024-11-30
ORD-000212,P4,South,3,164.47,2024-06-02
ORD-000213,P3,West,4,204.14,2024-08-28
ORD-000214,P4,East,3,418.24,2024-07-17
ORD-000215,P2,North,3,385.06,2024-11-23
ORD-000216,P1,West,4,318.77,2024-03-18
ORD-000217,P1,West,3,197.43,2024-01-05
ORD-000218,P3,North,4,32.67,2024-03-18
ORD-000219,P5,West,2,60.6,2024-08-07
ORD-000220,P1,South,1,429.6,2024-07-08
ORD-000221,P3,North,1,191.57,2024-02-06
ORD-000222,P4,North,3,446.3,2024-09-19
ORD-000223,P2,North,1,333.22,2024-01-25
ORD-000224,P4,North,2,132.79,2024-12-03
ORD-000225,P2,West,1,483.97,2024-12-12
ORD-000226,P5,West,3,368.72,2024-12-03
ORD-000227,P3,West,1,452.85,2024-12-05
ORD-000228,P3,East,3,459.64,2024-02-18
ORD-000229,P1,South,3,283.45,2024-10-27
ORD-000230,P3,West,4,422.83,2024-08-13
ORD-000231,P5,West,4,193.97,2024-07-02
ORD-000232,P1,South,2,414.77,2024-08-28
ORD-000233,P4,North,2,415.62,2024-07-21
ORD-000234,P3,West,3,185.02,2024-09-26
ORD-000235,P4,South,3,483.57,2024-09-07
ORD-000236,P4,East,3,232.89,2024-04-19
ORD-000237,P3,West,2,230.08,2024-10-25
ORD-000238,P2,North,3,318.82,2024-04-24
ORD-000239,P4,South,1,483.14,2024-09-07
ORD-000240,P1,North,1,440.31,2024-05-06
ORD-000241,P3,West,2,436.55,2024-01-22
ORD-000242,P1,North,4,386.04,2024-10-02
ORD-000243,P4,North,2,310.99,2024-03-10
ORD-000244,P4,South,4,261.87,2024-03-14
ORD-000245,P1,South,2,374.79,2024-09-05
ORD-000246,P4,East,1,114.28,2024-04-25
ORD-000247,P3,West,2,57.27,2024-07-13
ORD-000248,P4,East,2,42.56,2024-05-23
ORD-000249,P1,North,1,79.28,2024-02-07
ORD-000250,P1,East,2,393.77,2024-02-09
ORD-000251,P3,East,3,93.66,2024-07-09
ORD-000252,P1,North,1,44.86,2024-11-07
ORD-000253,P2,West,4,399.37,2024-09-12
ORD-000254,P4,East,1,174.74,2024-08-12
ORD-000255,P1,West,4,198.18,2024-07-09
ORD-000256,P4,North,1,291.42,2024-08-16
ORD-000257,P1,West,2,373.31,2024-02-27
ORD-000258,P1,West,2,271.88,2024-12-09
ORD-000259,P3,West,2,10.37,2024-06-20
ORD-000260,P4,East,3,108.33,2024-09-07
ORD-000261,P1,North,2,350.45,2024-04-26
ORD-000262,P2,South,1,184.02,2024-01-13
ORD-000263,P5,East,1,113.84,2024-09-20
ORD-000264,P5,South,4,487.63,2024-05-20
ORD-000265,P3,South,3,79.4,2024-04-08
ORD-000266,P3,South,4,486.04,2024-07-07
ORD-000267,P2,East,1,207.5,2024-02-22
ORD-000268,P4,East,3,25.25,2024-05-27
ORD-000269,P3,East,2,195.9,2024-08-15
ORD-000270,P2,North,4,459.89,2024-12-30
ORD-000271,P1,North,3,434.05,2024-08-22
ORD-000272,P1,West,1,66.86,2024-01-01
ORD-000273,P5,West,3,407.6,2024-02-29
ORD-000274,P3,East,3,114.66,2024-09-17
ORD-000275,P3,South,4,168.69,2024-05-05
ORD-000276,P3,South,4,334.29,2024-03-24
ORD-000277,P4,East,4,448.1,2024-01-01
ORD-000278,P1,West,2,434.87,2024-09-01
ORD-000279,P1,South,2,241.2,2024-06-01
ORD-000280,P2,West,3,492.57,2024-03-18
ORD-000281,P3,South,4,257.01,2024-06-24
ORD-000282,P4,South,1,217.39,2024-05-01
ORD-000283,P3,East,2,381.75,2024-05-23
ORD-000284,P3,West,4,380.63,2024-05-18
ORD-000285,P5,East,3,459.76,2024-03-06
ORD-000286,P1,West,2,477.9,2024-12-22
ORD-000287,P3,West,1,415.96,2024-12-27
ORD-000288,P3,North,2,169.08,2024-07-01
ORD-000289,P3,West,2,159.29,2024-08-28
ORD-000290,P5,West,4,331.99,2024-12-27
ORD-000291,P2,West,3,445.56,2024-07-09
ORD-000292,P5,East,2,342.88,2024-09-07
ORD-000293,P2,West,4,53.27,2024-11-04
ORD-000294,P3,East,3,310.84,2024-06-28
ORD-000295,P3,West,4,198.63,2024-04-06
ORD-000296,P5,South,3,433.95,2024-05-28
ORD-000297,P3,North,4,468.62,2024-02-28
ORD-000298,P2,West,3,278.32,2024-06-19
ORD-000299,P1,East,4,74.02,2024-06-10
ORD-000300,P2,West,2,492.41,2024-03-09
ORD-000301,P5,North,1,419.65,2024-10-18
ORD-000302,P1,North,2,155.42,2024-05-28
ORD-000303,P5,South,4,430.56,2024-09-07
ORD-000304,P3,East,4,486.46,2024-07-22
ORD-000305,P1,West,3,378.36,2024-04-03
ORD-000306,P2,East,1,210.03,2024-09-28
ORD-000307,P3,East,2,369.63,2024-05-10
ORD-000308,P2,South,1,25.71,2024-03-20
ORD-000309,P1,East,2,209.22,2024-08-22
ORD-000310,P4,North,4,480.84,2024-02-01
ORD-000311,P4,East,3,477.11,2024-11-13
ORD-000312,P1,North,1,292.89,2024-10-22
ORD-000313,P2,North,2,312.42,2024-09-17
ORD-000314,P2,North,3,375.27,2024-06-28
ORD-000315,P4,West,4,351.09,2024-06-06
ORD-000316,P4,North,2,393.2,2024-11-07
ORD-000317,P4,North,4,479.44,2024-04-01
ORD-000318,P5,West,4,381.0,2024-02-13
ORD-000319,P4,North,4,247.41,2024-06-20
ORD-000320,P2,East,2,234.57,2024-06-05
ORD-000321,P1,North,2,428.29,2024-01-14
ORD-000322,P4,South,2,67.5,2024-05-31
ORD-000323,P5,West,4,402.59,2024-02-26
ORD-000324,P5,South,1,190.72,2024-06-20
ORD-000325,P2,South,3,376.23,2024-05-17
ORD-000326,P2,West,1,277.28,2024-11-27
ORD-000327,P1,East,1,181.3,2024-09-07
ORD-000328,P1,West,1,462.37,2024-11-29
ORD-000329,P3,South,1,16.85,2024-12-05
ORD-000330,P3,North,4,112.49,2024-07-21
ORD-000331,P2,North,1,240.28,2024-03-20
ORD-000332,P2,South,4,298.69,2024-08-17
ORD-000333,P5,North,1,345.31,2024-05-26
ORD-000334,P3,East,3,174.79,2024-03-05
ORD-000335,P5,North,4,251.02,2024-08-24
ORD-000336,P5,North,4,181.23,2024-02-15
ORD-000337,P2,East,1,46.4,2024-05-18
ORD-000338,P2,East,3,384.18,2024-12-05
ORD-000339,P5,North,4,182.93,2024-11-18
ORD-000340,P4,East,3,269.41,2024-07-07
ORD-000341,P2,South,2,69.42,2024-05-20
ORD-000342,P4,North,2,223.54,2024-09-21
ORD-000343,P3,South,4,406.76,2024-10-29
ORD-000344,P5,West,1,242.18,2024-03-12
ORD-000345,P2,East,2,428.77,2024-12-30
ORD-000346,P5,West,2,449.91,2024-10-06
ORD-000347,P5,West,1,88.76,2024-02-03
ORD-000348,P1,North,2,417.88,2024-09-29
ORD-000349,P1,North,1,87.24,2024-03-01
ORD-000350,P3,East,3,359.86,2024-08-07
ORD-000351,P1,South,1,189.17,2024-02-10
ORD-000352,P2,South,2,251.22,2024-06-12
ORD-000353,P3,North,1,183.5,2024-04-27
ORD-000354,P5,North,2,360.79,2024-06-02
ORD-000355,P5,West,4,63.36,2024-06-10
ORD-000356,P1,North,3,328.65,2024-05-25
ORD-000357,P5,West,1,108.58,2024-05-31
ORD-000358,P1,South,3,283.83,2024-06-28
ORD-000359,P4,North,2,403.56,2024-09-30
ORD-000360,P5,East,2,33.78,2024-09-23
ORD-000361,P5,North,4,286.94,2024-12-06
ORD-000362,P2,South,3,382.74,2024-07-06
ORD-000363,P5,North,3,231.48,2024-10-27
ORD-000364,P1,North,2,169.03,2024-02-28
ORD-000365,P3,North,4,435.73,2024-10-05
ORD-000366,P3,West,4,54.98,2024-07-21
ORD-000367,P2,North,1,31.04,2024-08-12
ORD-000368,P1,North,3,318.03,2024-07-07
ORD-000369,P4,North,4,429.44,2024-09-22
ORD-000370,P2,North,2,450.54,2024-05-17
ORD-000371,P4,North,3,296.12,2024-09-26
ORD-000372,P3,North,4,291.31,2024-05-08
ORD-000373,P2,North,1,403.83,2024-01-23
ORD-000374,P5,South,3,471.42,2024-09-23
ORD-000375,P1,South,4,429.61,2024-12-28
ORD-000376,P4,North,2,36.52,2024-02-26
ORD-000377,P4,South,3,369.86,2024-08-22
ORD-000378,P2,South,3,102.27,2024-10-26
ORD-000379,P2,South,1,167.4,2024-05-29
ORD-000380,P1,North,1,107.47,2024-08-24
ORD-000381,P5,West,4,483.8,2024-02-04
ORD-000382,P5,South,2,127.19,2024-08-13
ORD-000383,P2,South,4,164.39,2024-12-06
ORD-000384,P1,East,4,394.85,2024-08-31
ORD-000385,P1,South,3,71.42,2024-01-29
ORD-000386,P1,East,2,422.56,2024-12-14
ORD-000387,P5,West,4,131.43,2024-10-05
ORD-000388,P5,West,1,70.42,2024-07-18
ORD-000389,P1,South,4,142.35,2024-05-23
ORD-000390,P4,North,2,222.83,2024-12-11
ORD-000391,P1,North,4,200.8,2024-09-09
ORD-000392,P2,North,3,371.39,2024-06-25
ORD-000393,P3,East,2,179.2,2024-08-22
ORD-000394,P4,South,3,249.56,2024-06-18
ORD-000395,P5,South,2,461.1,2024-04-11
ORD-000396,P1,North,2,128.59,2024-04-20
ORD-000397,P1,East,2,458.25,2024-12-17
ORD-000398,P2,West,3,483.25,2024-09-14
ORD-000399,P2,West,3,395.97,2024-02-11
ORD-000400,P5,South,1,388.82,2024-04-28
ORD-000401,P4,East,3,40.22,2024-01-19
ORD-000402,P2,East,2,253.91,2024-09-08
ORD-000403,P5,West,2,174.5,2024-11-06
ORD-000404,P3,South,1,207.37,2024-12-18
ORD-000405,P3,South,4,76.27,2024-07-06
ORD-000406,P3,South,4,59.56,2024-09-04
ORD-000407,P1,North,4,111.19,2024-06-10
ORD-000408,P5,West,2,435.0,2024-09-12
ORD-000409,P1,South,1,236.72,2024-05-01
ORD-000410,P1,West,2,128.52,2024-06-02
ORD-000411,P2,South,2,86.77,2024-01-24
ORD-000412,P2,East,1,35.92,2024-05-30
ORD-000413,P1,East,1,337.01,2024-01-18
ORD-000414,P1,West,4,415.35,2024-11-08
ORD-000415,P4,East,3,209.36,2024-01-27
ORD-000416,P5,East,2,237.24,2024-06-11
ORD-000417,P1,South,4,310.24,2024-01-18
ORD-000418,P2,North,2,185.96,2024-02-06
ORD-000419,P3,West,3,255.77,2024-03-16
ORD-000420,P5,West,4,225.87,2024-06-29
ORD-000421,P4,South,2,108.95,2024-02-01
ORD-000422,P4,North,3,270.34,2024-02-06
ORD-000423,P3,West,4,228.03,2024-03-29
ORD-000424,P3,North,1,425.05,2024-03-06
ORD-000425,P1,North,4,151.27,2024-03-02
ORD-000426,P5,West,2,354.76,2024-10-31
ORD-000427,P5,East,4,154.57,2024-07-24
ORD-000428,P1,East,3,262.25,2024-02-16
ORD-000429,P4,East,3,338.78,2024-03-22
ORD-000430,P1,East,1,443.77,2024-09-09
ORD-000431,P4,East,1,156.92,2024-06-20
ORD-000432,P5,East,3,321.65,2024-11-06
ORD-000433,P1,West,3,99.35,2024-02-04
ORD-000434,P3,North,1,117.61,2024-01-18
ORD-000435,P1,East,3,216.4,2024-04-10
ORD-000436,P3,South,2,325.58,2024-03-06
ORD-000437,P5,East,4,89.62,2024-08-28
ORD-000438,P1,North,2,493.33,2024-05-17
ORD-000439,P2,West,4,464.88,2024-03-01
ORD-000440,P5,South,1,149.27,2024-01-04
ORD-000441,P2,North,1,222.25,2024-06-20
ORD-000442,P1,North,3,91.77,2024-06-14
ORD-000443,P3,East,4,77.9,2024-08-19
ORD-000444,P3,South,3,387.66,2024-09-23
ORD-000445,P4,East,2,61.1,2024-06-04
ORD-000446,P2,South,4,123.32,2024-04-26
ORD-000447,P5,South,2,87.99,2024-12-27
ORD-000448,P3,South,1,76.95,2024-07-29
ORD-000449,P2,North,4,416.42,2024-02-28
ORD-000450,P5,East,3,271.16,2024-05-08
ORD-000451,P5,North,1,265.09,2024-05-09
ORD-000452,P3,West,1,477.63,2024-01-11
ORD-000453,P1,South,1,120.87,2024-05-25
ORD-000454,P3,North,3,308.79,2024-04-05
ORD-000455,P3,East,2,17.27,2024-06-10
ORD-000456,P1,East,1,464.09,2024-07-26
ORD-000457,P4,East,2,161.16,2024-02-11
ORD-000458,P5,South,3,202.58,2024-09-03
ORD-000459,P1,North,4,443.04,2024-08-23
ORD-000460,P4,West,4,264.81,2024-02-01
ORD-000461,P1,South,3,465.48,2024-11-06
ORD-000462,P4,South,1,323.7,2024-02-16
ORD-000463,P3,North,3,152.74,2024-12-27
ORD-000464,P1,West,4,377.2,2024-03-20
ORD-000465,P5,West,3,29.31,2024-07-29
ORD-000466,P1,East,2,477.17,2024-07-15
ORD-000467,P3,East,1,474.54,2024-02-26
ORD-000468,P1,East,4,451.26,2024-12-14
ORD-000469,P5,North,3,432.02,2024-02-03
ORD-000470,P4,South,1,241.19,2024-09-20
ORD-000471,P5,South,3,111.1,2024-05-28
ORD-000472,P3,South,3,101.21,2024-08-16
ORD-000473,P3,West,4,110.82,2024-02-04
ORD-000474,P4,West,1,431.34,2024-07-05
ORD-000475,P4,East,1,144.49,2024-05-14
ORD-000476,P5,North,4,167.07,2024-05-08
ORD-000477,P1,South,2,14.29,2024-12-27
ORD-000478,P4,East,3,94.0,2024-09-14
ORD-000479,P1,East,1,440.41,2024-05-27
ORD-000480,P2,East,2,363.27,2024-02-08
ORD-000481,P5,South,4,392.6,2024-04-06
ORD-000482,P2,West,1,276.74,2024-04-19
ORD-000483,P4,West,2,82.41,2024-05-28
ORD-000484,P3,East,2,14.07,2024-05-14
ORD-000485,P2,West,4,242.77,2024-07-26
ORD-000486,P2,North,4,243.29,2024-07-23
ORD-000487,P3,North,4,107.7,2024-04-06
ORD-000488,P4,East,2,324.82,2024-09-17
ORD-000489,P4,East,4,233.9,2024-07-03
ORD-000490,P5,North,1,258.45,2024-01-30
ORD-000491,P5,West,4,234.44,2024-12-22
ORD-000492,P4,East,3,343.96,2024-12-03
ORD-000493,P4,North,1,40.77,2024-04-09
ORD-000494,P2,East,1,163.81,2024-09-13
ORD-000495,P3,West,1,371.04,2024-05-27
ORD-000496,P1,West,4,98.52,2024-05-05
ORD-000497,P2,South,3,43.3,2024-06-03
ORD-000498,P5,West,1,96.99,2024-11-30
ORD-000499,P3,South,1,336.57,2024-10-30
ORD-000500,P1,West,1,95.3,2024-01-01
ORD-000501,P4,West,3,52.85,2024-07-12
ORD-000502,P5,South,1,282.14,2024-02-14
ORD-000503,P5,East,1,252.69,2024-11-22
ORD-000504,P2,West,4,428.36,2024-07-22
ORD-000505,P3,South,4,126.03,2024-10-09
ORD-000506,P3,East,4,427.17,2024-04-19
ORD-000507,P2,East,2,29.98,2024-08-25
ORD-000508,P2,South,2,253.91,2024-03-24
ORD-000509,P2,East,3,192.31,2024-01-05
ORD-000510,P5,South,1,261.34,2024-01-25
ORD-000511,P4,East,3,484.94,2024-06-18
ORD-000512,P5,West,1,361.5,2024-01-25
ORD-000513,P5,North,4,446.29,2024-11-04
ORD-000514,P5,North,1,68.82,2024-12-09
ORD-000515,P1,East,4,221.38,2024-12-19
ORD-000516,P5,West,1,266.41,2024-08-14
ORD-000517,P1,West,4,277.03,2024-11-28
ORD-000518,P3,South,4,48.0,2024-05-07
ORD-000519,P3,West,2,17.95,2024-11-13
ORD-000520,P2,West,1,408.01,2024-05-17
ORD-000521,P1,South,2,246.41,2024-08-14
ORD-000522,P1,North,3,135.54,2024-05-16
ORD-000523,P5,West,2,87.22,2024-04-06
ORD-000524,P2,North,1,494.08,2024-07-12
ORD-000525,P2,North,2,348.31,2024-07-14
ORD-000526,P5,South,4,393.14,2024-09-03
ORD-000527,P1,West,4,357.78,2024-08-19
ORD-000528,P5,East,4,279.51,2024-04-15
ORD-000529,P5,South,2,84.35,2024-10-20
ORD-000530,P3,East,2,215.65,2024-11-29
ORD-000531,P1,West,3,319.02,2024-02-10
ORD-000532,P1,North,3,419.81,2024-01-08
ORD-000533,P2,West,1,483.78,2024-01-12
ORD-000534,P3,East,4,276.13,2024-12-30
ORD-000535,P1,West,4,416.29,2024-02-20
ORD-000536,P3,North,3,49.64,2024-10-25
ORD-000537,P1,South,4,20.75,2024-10-04
ORD-000538,P3,South,2,122.99,2024-04-16
ORD-000539,P1,West,3,43.22,2024-09-25
ORD-000540,P4,East,4,383.54,2024-10-08
ORD-000541,P1,South,4,356.36,2024-10-31
ORD-000542,P1,North,3,129.64,2024-06-22
ORD-000543,P1,South,4,60.57,2024-05-09
ORD-000544,P5,North,3,453.55,2024-08-15
ORD-000545,P1,West,1,213.64,2024-12-03
ORD-000546,P3,West,3,26.49,2024-02-13
ORD-000547,P3,East,4,18.26,2024-02-13
ORD-000548,P3,South,3,374.82,2024-12-13
ORD-000549,P4,East,2,213.86,2024-05-01
ORD-000550,P5,South,1,240.88,2024-01-26
ORD-000551,P2,North,1,133.12,2024-10-03
ORD-000552,P5,North,2,26.95,2024-05-27
ORD-000553,P2,East,4,53.76,2024-08-27
ORD-000554,P5,West,2,35.79,2024-08-18
ORD-000555,P3,North,1,161.2,2024-04-10
ORD-000556,P4,South,4,259.99,2024-10-04
ORD-000557,P5,North,3,252.69,2024-08-19
